episode,total_reward,steps,overloads_total,max_severity,avg_util_mean,power_shed_est,alpha,critic_loss_mean,actor_loss_mean,total_steps
1,26042.55,8759,65067,4.9326,0.2827,8749338.4,1.00000,0.000000,0.000000,8759
2,26060.43,8759,64782,4.3616,0.2826,8763854.4,1.00000,0.000000,0.000000,17518
