episode,total_reward,steps,overloads_total,max_severity,avg_util_mean,power_shed_est,alpha,critic_loss_mean,actor_loss_mean,total_steps
1,29170.22,8759,71419,3.8281,0.2761,4280469.8,0.02000,0.000000,0.000000,254011
2,29175.73,8759,71264,3.8144,0.2760,4281270.5,0.02000,0.000000,0.000000,262770
3,29174.25,8759,71340,3.8097,0.2760,4281489.5,0.02000,0.000000,0.000000,271529
4,-21024.77,8759,238751,29.7601,0.3107,43736699.4,0.02000,11.431912,19.892485,280288
