episode,total_reward,steps,overloads_total,max_severity,avg_util_mean,power_shed_est,alpha,critic_loss_mean,actor_loss_mean,total_steps
1,24484.42,8759,87024,9.7680,0.2792,8749338.4,0.02000,0.000000,0.000000,8759
2,24444.54,8759,87656,9.3312,0.2795,8763854.4,0.02000,0.000000,0.000000,17518
3,24464.01,8759,87176,10.4296,0.2794,8762807.2,0.02000,0.000000,0.000000,26277
